,Country,Gender,Age,Year,Population
18605,United States,Total,65+,2010,5187472.0
18608,United States,Male,Total,2010,19605077.0
18611,United States,Male,15-24,2010,2082039.0000000002
18614,United States,Male,25-54,2010,12915319.0
18617,United States,Male,55-64,2010,2431042.0
18620,United States,Male,65+,2010,2176677.0
18623,United States,Female,Total,2010,19801090.0
18626,United States,Female,15-24,2010,1897089.0
18629,United States,Female,25-54,2010,12253222.0
18632,United States,Female,55-64,2010,2639983.0
18635,United States,Female,65+,2010,3010795.0
18638,United States,Total,15+,2009,38697371.0
18641,United States,Total,15-64,2009,33743742.0
18644,United States,Total,15-24,2009,3997113.0
18647,United States,Total,25+,2009,34700259.0
18650,United States,Male,15+,2009,19314003.0
18653,United States,Male,15-64,2009,17268425.0
18656,United States,Male,15-24,2009,2084235.9999999998
18659,United States,Male,25+,2009,17229767.0
18662,United States,Female,15+,2009,19383368.0
18665,United States,Female,15-64,2009,16475317.0
18668,United States,Female,15-24,2009,1912877.0
18671,United States,Female,25+,2009,17470491.0
18674,United States,Total,Total,2009,38697371.0
18677,United States,Total,15-24,2009,3997113.0
18680,United States,Total,25-54,2009,24903066.0
18683,United States,Total,55-64,2009,4843563.0
18686,United States,Total,65+,2009,4953630.0
18689,United States,Male,Total,2009,19314003.0
18692,United States,Male,15-24,2009,2084235.9999999998
18695,United States,Male,25-54,2009,12879582.0
18698,United States,Male,55-64,2009,2304606.0
18701,United States,Male,65+,2009,2045579.0
18704,United States,Female,Total,2009,19383368.0
18707,United States,Female,15-24,2009,1912877.0
18710,United States,Female,25-54,2009,12023483.0
18713,United States,Female,55-64,2009,2538957.0
18716,United States,Female,65+,2009,2908051.0
18719,United States,Total,15+,2008,38760260.0
18722,United States,Total,15-64,2008,33888510.0
18725,United States,Total,15-24,2008,4298915.0
18728,United States,Total,25+,2008,34461345.0
18731,United States,Male,15+,2008,19343015.0
18734,United States,Male,15-64,2008,17372738.0
18737,United States,Male,15-24,2008,2252351.0
18740,United States,Male,25+,2008,17090664.0
18743,United States,Female,15+,2008,19417245.0
18746,United States,Female,15-64,2008,16515773.000000002
18749,United States,Female,15-24,2008,2046563.0
18752,United States,Female,25+,2008,17370682.0
18755,United States,Total,Total,2008,38760260.0
18758,United States,Total,15-24,2008,4298915.0
18761,United States,Total,25-54,2008,24993536.0
18764,United States,Total,55-64,2008,4596060.0
18767,United States,Total,65+,2008,4871750.0
18770,United States,Male,Total,2008,19343015.0
18773,United States,Male,15-24,2008,2252351.0
18776,United States,Male,25-54,2008,12973360.0
18779,United States,Male,55-64,2008,2147027.0
18782,United States,Male,65+,2008,1970277.0
18785,United States,Female,Total,2008,19417245.0
18788,United States,Female,15-24,2008,2046563.0
18791,United States,Female,25-54,2008,12020176.0
18794,United States,Female,55-64,2008,2449033.0
18797,United States,Female,65+,2008,2901473.0
18800,United States,Total,15+,2007,38467101.0
18803,United States,Total,15-64,2007,33891761.0
18806,United States,Total,15-24,2007,4679981.0
18809,United States,Total,25+,2007,33787119.0
18812,United States,Male,15+,2007,19278126.0
18815,United States,Male,15-64,2007,17431083.0
18818,United States,Male,15-24,2007,2466905.0
18821,United States,Male,25+,2007,16811221.0
18824,United States,Female,15+,2007,19188975.0
18827,United States,Female,15-64,2007,16460678.0
18830,United States,Female,15-24,2007,2213076.0
18833,United States,Female,25+,2007,16975899.0
18836,United States,Total,Total,2007,38467101.0
18839,United States,Total,15-24,2007,4679981.0
18842,United States,Total,25-54,2007,24908836.0
18845,United States,Total,55-64,2007,4302944.0
18848,United States,Total,65+,2007,4575339.0
18851,United States,Male,Total,2007,19278126.0
18854,United States,Male,15-24,2007,2466905.0
18857,United States,Male,25-54,2007,12945062.0
18860,United States,Male,55-64,2007,2019116.0
18863,United States,Male,65+,2007,1847043.0
18866,United States,Female,Total,2007,19188975.0
18869,United States,Female,15-24,2007,2213076.0
18872,United States,Female,25-54,2007,11963774.0
18875,United States,Female,55-64,2007,2283828.0
18878,United States,Female,65+,2007,2728297.0
18881,United States,Total,15+,2006,37079751.0
18884,United States,Total,15-64,2006,32695615.0
18887,United States,Total,15-24,2006,4598128.0
18890,United States,Total,25+,2006,32481622.0
18893,United States,Male,15+,2006,18518539.0
18896,United States,Male,15-64,2006,16695705.000000002
18899,United States,Male,15-24,2006,2458712.0
18902,United States,Male,25+,2006,16059827.0
18905,United States,Female,15+,2006,18561211.0
18908,United States,Female,15-64,2006,15999910.0
18911,United States,Female,15-24,2006,2139416.0
18914,United States,Female,25+,2006,16421795.999999998
18917,United States,Total,Total,2006,37079751.0
18920,United States,Total,15-24,2006,4598128.0
18923,United States,Total,25-54,2006,23985306.0
18926,United States,Total,55-64,2006,4112180.9999999995
18929,United States,Total,65+,2006,4384136.0
18932,United States,Male,Total,2006,18518539.0
18935,United States,Male,15-24,2006,2458712.0
18938,United States,Male,25-54,2006,12290176.0
18941,United States,Male,55-64,2006,1946817.0
18944,United States,Male,65+,2006,1822835.0
18947,United States,Female,Total,2006,18561211.0
18950,United States,Female,15-24,2006,2139416.0
18953,United States,Female,25-54,2006,11695130.0
18956,United States,Female,55-64,2006,2165364.0
18959,United States,Female,65+,2006,2561301.0
18962,United States,Total,15+,2005,35918564.0
18965,United States,Total,15-64,2005,31706837.0
18968,United States,Total,15-24,2005,4622906.0
18971,United States,Total,25+,2005,31295658.0
18974,United States,Male,15+,2005,17927405.0
18977,United States,Male,15-64,2005,16184895.0
18980,United States,Male,15-24,2005,2459616.0
18983,United States,Male,25+,2005,15467789.0
18986,United States,Female,15+,2005,17991159.0
18989,United States,Female,15-64,2005,15521942.0
18992,United States,Female,15-24,2005,2163290.0
18995,United States,Female,25+,2005,15827869.0
18998,United States,Total,Total,2005,35918564.0
19001,United States,Total,15-24,2005,4622906.0
19004,United States,Total,25-54,2005,23165452.0
19007,United States,Total,55-64,2005,3918479.0
19010,United States,Total,65+,2005,4211727.0
19013,United States,Male,Total,2005,17927405.0
19016,United States,Male,15-24,2005,2459616.0
19019,United States,Male,25-54,2005,11876416.0
19022,United States,Male,55-64,2005,1848863.0
19025,United States,Male,65+,2005,1742510.0
19028,United States,Female,Total,2005,17991159.0
19031,United States,Female,15-24,2005,2163290.0
19034,United States,Female,25-54,2005,11289036.0
19037,United States,Female,55-64,2005,2069616.0
19040,United States,Female,65+,2005,2469217.0
19043,United States,Total,15+,2004,35090968.0
19046,United States,Total,15-64,2004,31072235.0
19049,United States,Total,15-24,2004,4634336.0
19052,United States,Total,25+,2004,30456632.0
19055,United States,Male,15+,2004,17498271.0
19058,United States,Male,15-64,2004,15861695.0
19061,United States,Male,15-24,2004,2467046.0
19064,United States,Male,25+,2004,15031224.0
19067,United States,Female,15+,2004,17592698.0
19070,United States,Female,15-64,2004,15210540.0
19073,United States,Female,15-24,2004,2167290.0
19076,United States,Female,25+,2004,15425408.0
19079,United States,Total,Total,2004,35090968.0
19082,United States,Total,15-24,2004,4634336.0
19085,United States,Total,25-54,2004,22728970.0
19088,United States,Total,55-64,2004,3708929.0
19091,United States,Total,65+,2004,4018733.0
19094,United States,Male,Total,2004,17498271.0
19097,United States,Male,15-24,2004,2467046.0
19100,United States,Male,25-54,2004,11634688.0
19103,United States,Male,55-64,2004,1759961.0
19106,United States,Male,65+,2004,1636575.0
19109,United States,Female,Total,2004,17592698.0
19112,United States,Female,15-24,2004,2167290.0
19115,United States,Female,25-54,2004,11094282.0
19118,United States,Female,55-64,2004,1948968.0
19121,United States,Female,65+,2004,2382157.0
19124,United States,Total,15+,2003,34632236.0
19127,United States,Total,15-64,2003,30758011.0
19130,United States,Total,15-24,2003,4576651.0
19133,United States,Total,25+,2003,30055585.0
19136,United States,Male,15+,2003,17230982.0
19139,United States,Male,15-64,2003,15623758.0
19142,United States,Male,15-24,2003,2422213.0
19145,United States,Male,25+,2003,14808770.0
19148,United States,Female,15+,2003,17401254.0
19151,United States,Female,15-64,2003,15134253.0
19154,United States,Female,15-24,2003,2154438.0
19157,United States,Female,25+,2003,15246816.0
19160,United States,Total,Total,2003,34632236.0
19163,United States,Total,15-24,2003,4576651.0
19166,United States,Total,25-54,2003,22591434.0
19169,United States,Total,55-64,2003,3589927.0
19172,United States,Total,65+,2003,3874224.0
19175,United States,Male,Total,2003,17230982.0
19178,United States,Male,15-24,2003,2422213.0
19181,United States,Male,25-54,2003,11525240.0
19184,United States,Male,55-64,2003,1676305.0
19187,United States,Male,65+,2003,1607224.0
19190,United States,Female,Total,2003,17401254.0
19193,United States,Female,15-24,2003,2154438.0
19196,United States,Female,25-54,2003,11066193.0
19199,United States,Female,55-64,2003,1913622.0
19202,United States,Female,65+,2003,2267000.0
19205,United States,Total,15+,2002,33185578.0
19208,United States,Total,15-64,2002,29448293.0
19211,United States,Total,15-24,2002,4668636.0
19214,United States,Total,25+,2002,28516942.0
19217,United States,Male,15+,2002,16505221.000000002
19220,United States,Male,15-64,2002,14948349.0
19223,United States,Male,15-24,2002,2507331.0
19226,United States,Male,25+,2002,13997890.0
19229,United States,Female,15+,2002,16680357.0
19232,United States,Female,15-64,2002,14499945.0
19235,United States,Female,15-24,2002,2161306.0
19238,United States,Female,25+,2002,14519051.0
19241,United States,Total,Total,2002,33185578.0
19244,United States,Total,15-24,2002,4668636.0
19247,United States,Total,25-54,2002,21390137.0
19250,United States,Total,55-64,2002,3389520.0
19253,United States,Total,65+,2002,3737285.0
19256,United States,Male,Total,2002,16505221.000000002
19259,United States,Male,15-24,2002,2507331.0
19262,United States,Male,25-54,2002,10894069.0
19265,United States,Male,55-64,2002,1546949.0
19268,United States,Male,65+,2002,1556873.0
19271,United States,Female,Total,2002,16680357.0
19274,United States,Female,15-24,2002,2161306.0
19277,United States,Female,25-54,2002,10496068.0
19280,United States,Female,55-64,2002,1842571.0
19283,United States,Female,65+,2002,2180413.0
19286,United States,Total,15+,2001,32307183.0
19289,United States,Total,15-64,2001,28648518.0
19292,United States,Total,15-24,2001,4601471.0
19295,United States,Total,25+,2001,27705713.0
19298,United States,Male,15+,2001,16143765.0
19301,United States,Male,15-64,2001,14645022.0
19304,United States,Male,15-24,2001,2563424.0
19307,United States,Male,25+,2001,13580341.0
19310,United States,Female,15+,2001,16163418.0
19313,United States,Female,15-64,2001,14003496.0
19316,United States,Female,15-24,2001,2038047.0
19319,United States,Female,25+,2001,14125372.0
19322,United States,Total,Total,2001,32307183.0
19325,United States,Total,15-24,2001,4601471.0
19328,United States,Total,25-54,2001,20850028.0
19331,United States,Total,55-64,2001,3197020.0
19334,United States,Total,65+,2001,3658666.0
19337,United States,Male,Total,2001,16143765.0
19340,United States,Male,15-24,2001,2563424.0
19343,United States,Male,25-54,2001,10622832.0
19346,United States,Male,55-64,2001,1458767.0
19349,United States,Male,65+,2001,1498743.0
19352,United States,Female,Total,2001,16163418.0
19355,United States,Female,15-24,2001,2038047.0
19358,United States,Female,25-54,2001,10227196.0
19361,United States,Female,55-64,2001,1738253.0
19364,United States,Female,65+,2001,2159923.0
19367,United States,Total,15+,2000,30994013.0
19370,United States,Total,15-64,2000,27455769.0
19373,United States,Total,15-24,2000,4557941.0
19376,United States,Total,25+,2000,26436072.0
19379,United States,Male,15+,2000,15453412.0
19382,United States,Male,15-64,2000,13973452.0
19385,United States,Male,15-24,2000,2527051.0
19388,United States,Male,25+,2000,12926361.0
19391,United States,Female,15+,2000,15540600.0
19394,United States,Female,15-64,2000,13482317.0
19397,United States,Female,15-24,2000,2030890.0
19400,United States,Female,25+,2000,13509710.0
19403,United States,Total,Total,2000,30994013.0
19406,United States,Total,15-24,2000,4557941.0
19409,United States,Total,25-54,2000,19811650.0
19412,United States,Total,55-64,2000,3086178.0
19415,United States,Total,65+,2000,3538244.0
19418,United States,Male,Total,2000,15453412.0
19421,United States,Male,15-24,2000,2527051.0
19424,United States,Male,25-54,2000,10036057.0
19427,United States,Male,55-64,2000,1410344.0
19430,United States,Male,65+,2000,1479960.0
19433,United States,Female,Total,2000,15540600.0
19436,United States,Female,15-24,2000,2030890.0
19439,United States,Female,25-54,2000,9775594.0
19442,United States,Female,55-64,2000,1675833.0
19445,United States,Female,65+,2000,2058284.0
19448,United States,Total,15+,1999,27952620.0
19451,United States,Total,15-64,1999,24608670.0
19454,United States,Total,15-24,1999,3942097.0
19457,United States,Total,25+,1999,24010523.0
19460,United States,Male,15+,1999,13582556.0
19463,United States,Male,15-64,1999,12199171.0
19466,United States,Male,15-24,1999,2091215.0000000002
19469,United States,Male,25+,1999,11491341.0
19472,United States,Female,15+,1999,14370064.0
19475,United States,Female,15-64,1999,12409499.0
19478,United States,Female,15-24,1999,1850882.0
19481,United States,Female,25+,1999,12519182.0
19484,United States,Total,Total,1999,27952620.0
19487,United States,Total,15-24,1999,3942097.0
19490,United States,Total,25-54,1999,17815368.0
19493,United States,Total,55-64,1999,2851205.0
19496,United States,Total,65+,1999,3343950.0
19499,United States,Male,Total,1999,13582556.0
19502,United States,Male,15-24,1999,2091215.0000000002
19505,United States,Male,25-54,1999,8862129.0
19508,United States,Male,55-64,1999,1245827.0
19511,United States,Male,65+,1999,1383385.0
19514,United States,Female,Total,1999,14370064.0
19517,United States,Female,15-24,1999,1850882.0
19520,United States,Female,25-54,1999,8953239.0
19523,United States,Female,55-64,1999,1605378.0
19526,United States,Female,65+,1999,1960565.0
19529,United States,Total,15+,1998,27292558.0
19532,United States,Total,15-64,1998,23969593.0
19535,United States,Total,15-24,1998,3856757.0
19538,United States,Total,25+,1998,23435801.0
19541,United States,Male,15+,1998,13415357.0
19544,United States,Male,15-64,1998,12084526.0
19547,United States,Male,15-24,1998,2087507.0
19550,United States,Male,25+,1998,11327850.0
19553,United States,Female,15+,1998,13877201.0
19556,United States,Female,15-64,1998,11885067.0
19559,United States,Female,15-24,1998,1769250.0
19562,United States,Female,25+,1998,12107951.0
19565,United States,Total,Total,1998,27292558.0
19568,United States,Total,15-24,1998,3856757.0
19571,United States,Total,25-54,1998,17412269.0
19574,United States,Total,55-64,1998,2700567.0
19577,United States,Total,65+,1998,3322965.0
19580,United States,Male,Total,1998,13415357.0
19583,United States,Male,15-24,1998,2087507.0
19586,United States,Male,25-54,1998,8765910.0
19589,United States,Male,55-64,1998,1231109.0
19592,United States,Male,65+,1998,1330831.0
19595,United States,Female,Total,1998,13877201.0
19598,United States,Female,15-24,1998,1769250.0
19601,United States,Female,25-54,1998,8646359.0
19604,United States,Female,55-64,1998,1469458.0
19607,United States,Female,65+,1998,1992134.0
19610,United States,Total,15+,1997,26324604.0
19613,United States,Total,15-64,1997,23152090.0
19616,United States,Total,15-24,1997,3778977.0
19619,United States,Total,25+,1997,22545627.0
19622,United States,Male,15+,1997,12954974.0
19625,United States,Male,15-64,1997,11691499.0
19628,United States,Male,15-24,1997,2013649.0
19631,United States,Male,25+,1997,10941326.0
19634,United States,Female,15+,1997,13369629.0
19637,United States,Female,15-64,1997,11460591.0
19640,United States,Female,15-24,1997,1765328.0
19643,United States,Female,25+,1997,11604301.0
19646,United States,Total,Total,1997,26324604.0
19649,United States,Total,15-24,1997,3778977.0
19652,United States,Total,25-54,1997,16723207.999999998
19655,United States,Total,55-64,1997,2649906.0
19658,United States,Total,65+,1997,3172513.0
19661,United States,Male,Total,1997,12954974.0
19664,United States,Male,15-24,1997,2013649.0
19667,United States,Male,25-54,1997,8464216.0
19670,United States,Male,55-64,1997,1213635.0
19673,United States,Male,65+,1997,1263475.0
19676,United States,Female,Total,1997,13369629.0
19679,United States,Female,15-24,1997,1765328.0
19682,United States,Female,25-54,1997,8258992.0
19685,United States,Female,55-64,1997,1436271.0
19688,United States,Female,65+,1997,1909038.0
19691,United States,Total,15+,1996,25341393.0
19694,United States,Total,15-64,1996,22241578.0
19697,United States,Total,15-24,1996,3745870.0
19700,United States,Total,25+,1996,21595523.0
19703,United States,Male,15+,1996,12301531.0
19706,United States,Male,15-64,1996,11062156.0
19709,United States,Male,15-24,1996,1937845.0
19712,United States,Male,25+,1996,10363686.0
19715,United States,Female,15+,1996,13039862.0
19718,United States,Female,15-64,1996,11179422.0
19721,United States,Female,15-24,1996,1808025.0
19724,United States,Female,25+,1996,11231837.0
19727,United States,Total,Total,1996,25341393.0
19730,United States,Total,15-24,1996,3745870.0
19733,United States,Total,25-54,1996,15932987.0
19736,United States,Total,55-64,1996,2562721.0
19739,United States,Total,65+,1996,3099815.0
19742,United States,Male,Total,1996,12301531.0
19745,United States,Male,15-24,1996,1937845.0
19748,United States,Male,25-54,1996,7962249.0
19751,United States,Male,55-64,1996,1162062.0
19754,United States,Male,65+,1996,1239375.0
19757,United States,Female,Total,1996,13039862.0
19760,United States,Female,15-24,1996,1808025.0
19763,United States,Female,25-54,1996,7970738.0
19766,United States,Female,55-64,1996,1400659.0
